Latitude (decimal degrees):	49.596
Longitude (decimal degrees):	11.008
Elevation (m):	281
Radiation database:	PVGIS-ERA5


Slope: 41 deg. (optimum)
Azimuth: -6 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20210805:2130,0.0,0.0,0.0,0.0,0.0,15.31,1.66,0.0
20210805:2230,0.0,0.0,0.0,0.0,0.0,14.63,1.59,0.0
20210805:2330,0.0,0.0,0.0,0.0,0.0,14.47,1.79,0.0
20210806:0030,0.0,0.0,0.0,0.0,0.0,14.43,2.0,0.0
20210806:0130,0.0,0.0,0.0,0.0,0.0,14.36,2.0,0.0
20210806:0230,0.0,0.0,0.0,0.0,0.0,14.43,1.72,0.0
20210806:0330,0.0,0.0,0.0,0.0,0.0,14.41,1.79,0.0
20210806:0430,7.26,0.0,18.86,0.56,4.61,14.09,1.86,0.0
20210806:0530,64.49,38.35,65.8,3.39,13.99,14.3,1.72,0.0
20210806:0630,146.42,65.24,123.58,4.89,23.67,15.39,1.66,0.0
20210806:0730,211.15,117.82,141.85,6.22,33.29,16.46,2.0,0.0
20210806:0830,87.0,41.34,75.46,2.88,42.36,16.88,2.83,0.0
20210806:0930,70.76,13.5,84.84,2.58,50.15,16.28,2.76,0.0
20210806:1030,184.64,96.66,130.17,5.37,55.52,16.38,2.69,0.0
20210806:1130,300.51,182.14,178.95,8.27,57.11,17.56,2.9,0.0
20210806:1230,491.97,405.38,188.04,12.95,54.38,18.88,3.24,0.0
20210806:1330,471.1,435.53,132.97,12.73,48.2,20.01,3.52,0.0
20210806:1430,283.15,214.63,130.19,8.45,39.97,20.44,4.07,0.0
20210806:1530,217.53,158.58,116.43,7.56,30.69,20.23,3.93,0.0
20210806:1630,79.46,48.99,72.98,4.23,21.01,20.22,3.93,0.0
20210806:1730,21.26,0.0,39.07,1.15,11.38,19.86,2.76,0.0
20210806:1830,1.54,0.0,9.23,0.27,2.15,19.16,1.93,0.0
20210806:1930,0.0,0.0,0.0,0.0,0.0,17.76,1.86,0.0
20210806:2030,0.0,0.0,0.0,0.0,0.0,16.84,1.86,0.0
20210806:2130,0.0,0.0,0.0,0.0,0.0,16.21,1.86,0.0
20210806:2230,0.0,0.0,0.0,0.0,0.0,15.75,2.0,0.0
20210806:2330,0.0,0.0,0.0,0.0,0.0,15.25,2.0,0.0
20210807:0030,0.0,0.0,0.0,0.0,0.0,15.03,2.0,0.0
20210807:0130,0.0,0.0,0.0,0.0,0.0,14.48,1.86,0.0
20210807:0230,0.0,0.0,0.0,0.0,0.0,14.05,1.66,0.0
20210807:0330,0.0,0.0,0.0,0.0,0.0,13.53,1.66,0.0
20210807:0430,7.93,0.0,19.8,0.59,4.42,12.99,1.66,0.0
20210807:0530,63.26,30.98,68.91,3.15,13.8,13.45,1.45,0.0
20210807:0630,204.28,162.31,98.75,6.52,23.49,15.77,1.24,0.0
20210807:0730,358.26,274.91,161.98,9.84,33.1,17.94,1.79,0.0
20210807:0830,515.72,448.52,187.33,13.48,42.15,19.64,1.93,0.0
20210807:0930,485.25,352.95,241.97,12.83,49.92,21.37,3.17,0.0
20210807:1030,447.85,260.74,288.66,12.34,55.26,22.09,3.59,0.0
20210807:1130,259.6,63.53,259.42,8.2,56.84,22.34,3.31,0.0
20210807:1230,339.12,88.42,331.42,10.59,54.11,21.98,2.69,0.0
20210807:1330,138.08,15.18,165.51,4.83,47.95,22.56,2.9,0.0
20210807:1430,66.4,0.0,95.3,2.6,39.73,20.22,1.86,0.0
20210807:1530,26.2,1.44,44.11,1.25,30.46,18.98,1.24,0.0
20210807:1630,27.32,1.42,45.72,1.31,20.79,18.12,1.38,0.0
20210807:1730,7.26,0.0,19.07,0.56,11.15,17.28,1.17,0.0
20210807:1830,0.0,0.0,2.76,0.08,1.91,16.33,0.9,0.0
20210807:1930,0.0,0.0,0.0,0.0,0.0,14.7,2.41,0.0
20210807:2030,0.0,0.0,0.0,0.0,0.0,14.37,2.55,0.0
20210807:2130,0.0,0.0,0.0,0.0,0.0,14.44,2.76,0.0
20210807:2230,0.0,0.0,0.0,0.0,0.0,14.82,3.03,0.0
20210807:2330,0.0,0.0,0.0,0.0,0.0,15.06,3.1,0.0
20210808:0030,0.0,0.0,0.0,0.0,0.0,14.93,2.9,0.0
20210808:0130,0.0,0.0,0.0,0.0,0.0,14.73,2.83,0.0
20210808:0230,0.0,0.0,0.0,0.0,0.0,14.43,2.83,0.0
20210808:0330,0.0,0.0,0.0,0.0,0.0,14.47,2.69,0.0
20210808:0430,4.76,0.0,14.88,0.44,4.22,14.02,2.62,0.0
20210808:0530,56.23,38.19,56.18,3.07,13.61,14.23,2.69,0.0
20210808:0630,189.83,144.48,96.65,6.01,23.3,15.04,3.03,0.0
20210808:0730,351.49,281.7,138.01,9.37,32.91,16.05,3.66,0.0
20210808:0830,472.76,426.73,136.53,11.86,41.95,17.07,3.59,0.0
20210808:0930,530.45,504.14,133.0,13.12,49.69,17.91,3.31,0.0
20210808:1030,547.24,496.21,164.9,13.69,55.0,18.89,3.52,0.0
20210808:1130,534.43,448.9,197.02,13.67,56.55,19.47,3.86,0.0
20210808:1230,418.45,330.6,172.35,11.05,53.83,20.0,4.0,0.0
20210808:1330,445.41,397.46,138.73,11.98,47.7,20.16,3.86,0.0
20210808:1430,271.34,214.12,116.92,8.05,39.49,20.42,3.86,0.0
20210808:1530,160.93,134.44,74.28,5.74,30.23,20.21,3.52,0.0
20210808:1630,78.64,60.78,63.15,4.47,20.56,19.8,3.1,0.0
20210808:1730,14.84,0.0,30.28,0.89,10.92,19.28,2.69,0.0
20210808:1830,0.38,0.0,6.59,0.19,1.67,18.43,2.21,0.0
20210808:1930,0.0,0.0,0.0,0.0,0.0,17.01,1.93,0.0
20210808:2030,0.0,0.0,0.0,0.0,0.0,16.1,1.93,0.0
20210808:2130,0.0,0.0,0.0,0.0,0.0,15.2,2.07,0.0
20210808:2230,0.0,0.0,0.0,0.0,0.0,14.48,2.07,0.0
20210808:2330,0.0,0.0,0.0,0.0,0.0,13.99,2.07,0.0
20210809:0030,0.0,0.0,0.0,0.0,0.0,13.62,2.07,0.0
20210809:0130,0.0,0.0,0.0,0.0,0.0,13.36,1.93,0.0
20210809:0230,0.0,0.0,0.0,0.0,0.0,13.03,1.59,0.0
20210809:0330,0.0,0.0,0.0,0.0,0.0,12.51,1.52,0.0
20210809:0430,6.98,0.0,18.29,0.54,4.02,12.1,1.52,0.0
20210809:0530,67.87,31.22,73.66,3.25,13.42,12.09,1.31,0.0
20210809:0630,248.21,227.58,86.74,7.68,23.11,14.48,1.03,0.0
20210809:0730,420.03,379.23,132.78,11.19,32.71,15.95,1.03,0.0
20210809:0830,548.09,511.19,165.8,14.1,41.74,17.51,1.24,0.0
20210809:0930,533.14,491.07,163.19,13.49,49.45,18.99,1.93,0.0
20210809:1030,427.58,337.21,182.77,11.1,54.73,19.9,2.34,0.0
20210809:1130,490.84,389.41,213.76,12.91,56.27,20.32,2.14,0.0
20210809:1230,663.93,657.55,182.56,17.67,53.55,21.07,2.07,0.0
20210809:1330,425.27,361.62,158.77,11.67,47.44,22.28,3.03,0.0
20210809:1430,354.91,272.68,163.56,10.5,39.25,22.29,3.17,0.0
20210809:1530,201.46,119.67,139.05,7.01,30.0,22.35,2.9,0.0
20210809:1630,95.42,68.83,78.25,5.25,20.33,22.06,2.41,0.0
20210809:1730,22.15,0.0,40.53,1.2,10.68,21.49,1.59,0.0
20210809:1830,0.55,0.0,7.03,0.21,1.43,20.31,1.31,0.0
20210809:1930,0.0,0.0,0.0,0.0,0.0,19.0,1.38,0.0
20210809:2030,0.0,0.0,0.0,0.0,0.0,17.74,1.52,0.0
20210809:2130,0.0,0.0,0.0,0.0,0.0,16.86,1.79,0.0
20210809:2230,0.0,0.0,0.0,0.0,0.0,15.78,1.66,0.0
20210809:2330,0.0,0.0,0.0,0.0,0.0,15.63,1.1,0.0
20210810:0030,0.0,0.0,0.0,0.0,0.0,16.6,0.69,0.0
20210810:0130,0.0,0.0,0.0,0.0,0.0,15.81,0.83,0.0
20210810:0230,0.0,0.0,0.0,0.0,0.0,13.97,1.52,0.0
20210810:0330,0.0,0.0,0.0,0.0,0.0,13.42,1.59,0.0
20210810:0430,3.6,0.0,12.89,0.38,3.82,13.12,1.52,0.0
20210810:0530,56.02,45.94,50.77,3.17,13.23,13.31,1.45,0.0
20210810:0630,153.29,130.33,70.66,4.95,22.92,16.32,1.1,0.0
20210810:0730,257.73,194.33,120.77,7.12,32.51,17.15,1.52,0.0
20210810:0830,379.21,222.38,240.64,10.41,41.52,18.63,1.66,0.0
20210810:0930,651.63,643.92,179.57,16.69,49.21,20.09,1.72,0.0
20210810:1030,677.05,642.74,223.57,17.63,54.46,21.65,1.86,0.0
20210810:1130,571.3,437.14,277.85,15.24,55.98,22.58,2.69,0.0
20210810:1230,295.71,112.04,253.89,8.94,53.27,22.81,3.38,0.0
20210810:1330,171.95,48.84,169.53,5.6,47.17,21.47,3.38,0.0
20210810:1430,183.76,58.94,172.58,5.99,39.0,19.71,2.14,0.0
20210810:1530,205.13,113.56,147.03,7.04,29.76,19.78,2.21,0.0
20210810:1630,84.12,55.62,74.01,4.51,20.09,20.0,2.34,0.0
20210810:1730,22.82,0.0,41.14,1.22,10.44,19.76,2.0,0.0
20210810:1830,0.0,0.0,5.2,0.15,1.18,19.21,1.72,0.0
20210810:1930,0.0,0.0,0.0,0.0,0.0,19.01,1.59,0.0
20210810:2030,0.0,0.0,0.0,0.0,0.0,17.4,1.52,0.0
20210810:2130,0.0,0.0,0.0,0.0,0.0,16.61,1.59,0.0
20210810:2230,0.0,0.0,0.0,0.0,0.0,15.74,1.31,0.0
20210810:2330,0.0,0.0,0.0,0.0,0.0,16.68,0.83,0.0
20210811:0030,0.0,0.0,0.0,0.0,0.0,14.95,1.17,0.0
20210811:0130,0.0,0.0,0.0,0.0,0.0,13.92,1.38,0.0
20210811:0230,0.0,0.0,0.0,0.0,0.0,13.37,1.45,0.0
20210811:0330,0.0,0.0,0.0,0.0,0.0,13.12,1.45,0.0
20210811:0430,3.58,0.0,12.85,0.38,3.61,12.82,1.45,0.0
20210811:0530,57.74,53.47,48.02,3.36,13.03,13.45,1.17,0.0
20210811:0630,188.56,161.29,82.35,5.93,22.73,16.18,0.83,0.0
20210811:0730,286.29,218.59,133.24,7.87,32.32,17.67,0.76,0.0
20210811:0830,476.14,420.03,171.02,12.36,41.31,19.04,0.76,0.0
20210811:0930,553.79,515.33,180.68,14.24,48.97,20.67,1.17,0.0
20210811:1030,474.54,432.98,153.96,12.13,54.19,21.77,1.79,0.0
20210811:1130,505.78,452.47,175.5,13.12,55.68,21.93,1.93,0.0
20210811:1230,500.66,423.59,197.77,13.33,52.98,22.44,2.28,0.0
20210811:1330,440.32,360.23,184.85,12.18,46.9,22.88,2.28,0.0
20210811:1430,346.86,289.4,141.9,10.27,38.74,23.18,1.93,0.0
20210811:1530,200.93,160.96,100.42,7.07,29.51,23.25,1.72,0.0
20210811:1630,83.57,43.44,84.29,4.24,19.85,22.92,1.59,0.0
20210811:1730,24.52,0.0,43.82,1.3,10.2,22.37,1.31,0.0
20210811:1830,0.0,0.0,5.16,0.15,0.93,21.52,1.38,0.0
20210811:1930,0.0,0.0,0.0,0.0,0.0,20.29,1.52,0.0
20210811:2030,0.0,0.0,0.0,0.0,0.0,18.87,1.52,0.0
20210811:2130,0.0,0.0,0.0,0.0,0.0,17.58,1.45,0.0
20210811:2230,0.0,0.0,0.0,0.0,0.0,16.53,1.52,0.0
20210811:2330,0.0,0.0,0.0,0.0,0.0,15.8,1.52,0.0
20210812:0030,0.0,0.0,0.0,0.0,0.0,14.97,1.52,0.0
20210812:0130,0.0,0.0,0.0,0.0,0.0,14.24,1.52,0.0
20210812:0230,0.0,0.0,0.0,0.0,0.0,13.69,1.52,0.0
20210812:0330,0.0,0.0,0.0,0.0,0.0,13.36,1.52,0.0
20210812:0430,4.1,0.0,13.74,0.41,3.41,12.94,1.52,0.0
20210812:0530,62.79,56.32,52.06,3.54,12.84,13.37,1.31,0.0
20210812:0630,237.21,214.86,88.82,7.27,22.53,16.51,0.97,0.0
20210812:0730,381.92,319.36,151.97,10.25,32.12,19.11,1.17,0.0
20210812:0830,478.41,357.63,240.58,12.74,41.09,21.03,1.24,0.0
20210812:0930,557.89,434.1,274.79,14.82,48.72,22.76,1.52,0.0
20210812:1030,666.81,642.6,230.27,17.65,53.91,24.06,1.31,0.0
20210812:1130,658.59,620.67,251.03,17.89,55.38,25.13,1.03,0.0
20210812:1230,544.76,410.25,299.41,15.4,52.68,25.97,0.97,0.0
20210812:1330,402.43,210.28,307.92,12.23,46.62,26.41,0.69,0.0
20210812:1430,347.74,228.59,219.25,10.8,38.48,26.53,0.41,0.0
20210812:1530,259.31,213.8,128.15,9.17,29.26,26.67,0.55,0.0
20210812:1630,98.14,82.59,74.91,5.72,19.6,26.6,0.55,0.0
20210812:1730,20.81,0.0,39.43,1.17,9.95,25.87,0.55,0.0
20210812:1830,0.0,0.0,5.33,0.16,0.67,24.73,1.17,0.0
20210812:1930,0.0,0.0,0.0,0.0,0.0,22.7,1.86,0.0
20210812:2030,0.0,0.0,0.0,0.0,0.0,20.8,1.93,0.0
20210812:2130,0.0,0.0,0.0,0.0,0.0,19.39,1.93,0.0
20210812:2230,0.0,0.0,0.0,0.0,0.0,18.56,1.93,0.0
20210812:2330,0.0,0.0,0.0,0.0,0.0,17.91,2.0,0.0
20210813:0030,0.0,0.0,0.0,0.0,0.0,17.42,1.93,0.0
20210813:0130,0.0,0.0,0.0,0.0,0.0,16.9,1.86,0.0
20210813:0230,0.0,0.0,0.0,0.0,0.0,16.5,1.79,0.0
20210813:0330,0.0,0.0,0.0,0.0,0.0,16.15,1.66,0.0
20210813:0430,4.5,0.0,14.55,0.43,3.2,15.87,1.59,0.0
20210813:0530,59.39,49.25,53.58,3.29,12.64,15.98,1.31,0.0
20210813:0630,156.4,112.15,93.94,5.03,22.34,18.75,0.9,0.0
20210813:0730,407.93,402.04,110.61,10.9,31.91,20.9,0.48,0.0
20210813:0830,533.81,552.67,126.0,13.78,40.87,22.98,1.03,0.0
20210813:0930,563.91,576.95,143.78,14.47,48.48,24.53,1.45,0.0
20210813:1030,542.29,479.42,210.93,14.19,53.63,25.64,2.07,0.0
20210813:1130,499.59,416.35,214.6,13.27,55.08,25.93,2.41,0.0
20210813:1230,519.61,482.81,175.22,13.86,52.38,26.2,2.34,0.0
20210813:1330,505.85,446.61,194.66,14.06,46.34,26.55,2.48,0.0
20210813:1430,365.09,291.31,169.37,10.9,38.22,27.01,2.76,0.0
20210813:1530,216.51,145.09,138.22,7.57,29.01,26.95,3.03,0.0
20210813:1630,52.44,13.42,70.26,2.51,19.35,26.04,2.83,0.0
20210813:1730,14.46,0.0,30.45,0.9,9.69,25.25,2.07,0.0
20210813:1830,0.0,0.0,4.88,0.14,0.41,24.42,1.79,0.0
20210813:1930,0.0,0.0,0.0,0.0,0.0,24.13,2.07,0.0
20210813:2030,0.0,0.0,0.0,0.0,0.0,23.15,1.93,0.0
20210813:2130,0.0,0.0,0.0,0.0,0.0,22.45,2.07,0.0
20210813:2230,0.0,0.0,0.0,0.0,0.0,21.43,2.14,0.0
20210813:2330,0.0,0.0,0.0,0.0,0.0,20.39,2.0,0.0
20210814:0030,0.0,0.0,0.0,0.0,0.0,19.45,1.86,0.0
20210814:0130,0.0,0.0,0.0,0.0,0.0,18.44,1.79,0.0
20210814:0230,0.0,0.0,0.0,0.0,0.0,17.65,1.59,0.0
20210814:0330,0.0,0.0,0.0,0.0,0.0,16.75,1.24,0.0
20210814:0430,3.15,0.0,12.28,0.36,2.99,17.55,0.76,0.0
20210814:0530,54.74,52.29,46.53,3.17,12.44,17.04,0.76,0.0
20210814:0630,225.44,216.22,77.04,6.91,22.14,18.51,0.48,0.0
20210814:0730,336.96,287.71,133.2,9.1,31.71,20.91,0.62,0.0
20210814:0830,458.94,417.66,158.64,11.88,40.65,22.34,0.97,0.0
20210814:0930,641.94,688.47,145.42,16.53,48.22,23.89,1.24,0.0
20210814:1030,621.42,616.57,187.36,16.12,53.34,25.36,1.72,0.0
20210814:1130,689.13,750.0,154.32,18.12,54.78,26.07,1.86,0.0
20210814:1230,642.06,661.79,176.13,17.29,52.08,26.88,1.93,0.0
20210814:1330,576.62,610.66,134.56,16.0,46.05,27.4,1.93,0.0
20210814:1430,452.25,466.73,111.34,13.39,37.95,27.68,2.0,0.0
20210814:1530,278.73,281.77,84.63,9.81,28.75,27.63,2.07,0.0
20210814:1630,95.18,102.2,57.01,6.03,19.09,27.18,2.0,0.0
20210814:1730,16.47,0.0,33.42,0.99,9.43,26.15,1.45,0.0
20210814:1830,0.0,0.0,4.27,0.13,0.14,24.61,1.52,0.0
20210814:1930,0.0,0.0,0.0,0.0,0.0,22.38,1.31,0.0
20210814:2030,0.0,0.0,0.0,0.0,0.0,21.02,1.52,0.0
20210814:2130,0.0,0.0,0.0,0.0,0.0,20.69,1.24,0.0
20210814:2230,0.0,0.0,0.0,0.0,0.0,20.51,1.03,0.0
20210814:2330,0.0,0.0,0.0,0.0,0.0,18.26,1.45,0.0
20210815:0030,0.0,0.0,0.0,0.0,0.0,17.3,1.52,0.0
20210815:0130,0.0,0.0,0.0,0.0,0.0,16.67,1.52,0.0
20210815:0230,0.0,0.0,0.0,0.0,0.0,16.21,1.45,0.0
20210815:0330,0.0,0.0,0.0,0.0,0.0,16.31,1.1,0.0
20210815:0430,2.74,0.0,11.5,0.34,2.79,17.07,0.69,0.0
20210815:0530,60.0,62.11,46.56,3.49,12.24,17.17,0.55,0.0
20210815:0630,244.52,238.54,79.09,7.4,21.94,18.24,0.21,0.0
20210815:0730,420.42,431.06,103.94,11.2,31.5,22.01,0.14,0.0
20210815:0830,557.23,605.63,123.33,14.59,40.42,23.9,0.14,0.0
20210815:0930,649.5,729.1,140.54,17.12,47.97,25.29,0.41,0.0
20210815:1030,704.55,809.75,141.33,18.69,53.05,26.44,0.9,0.0
20210815:1130,699.81,790.68,148.19,18.7,54.46,27.39,1.31,0.0
20210815:1230,662.97,742.03,142.9,18.07,51.77,28.09,1.31,0.0
20210815:1330,567.56,598.21,144.96,15.9,45.76,28.58,1.45,0.0
20210815:1430,391.15,358.44,143.96,11.67,37.67,28.86,1.72,0.0
20210815:1530,224.72,178.62,119.44,7.9,28.48,28.64,1.93,0.0
20210815:1630,73.16,39.52,76.8,3.82,18.83,26.65,2.07,0.0
20210815:1730,18.42,0.0,36.14,1.07,9.17,25.92,0.62,0.0
20210815:1830,0.0,0.0,0.0,0.0,-0.13,24.47,1.66,0.0
20210815:1930,0.0,0.0,0.0,0.0,0.0,21.19,0.55,0.0
20210815:2030,0.0,0.0,0.0,0.0,0.0,19.96,1.24,0.0
20210815:2130,0.0,0.0,0.0,0.0,0.0,19.32,1.52,0.0
20210815:2230,0.0,0.0,0.0,0.0,0.0,19.03,1.59,0.0
20210815:2330,0.0,0.0,0.0,0.0,0.0,18.69,1.93,0.0
20210816:0030,0.0,0.0,0.0,0.0,0.0,18.82,2.21,0.0
20210816:0130,0.0,0.0,0.0,0.0,0.0,19.1,2.34,0.0
20210816:0230,0.0,0.0,0.0,0.0,0.0,19.57,2.21,0.0
20210816:0330,0.0,0.0,0.0,0.0,0.0,19.53,2.28,0.0
20210816:0430,2.81,0.0,11.71,0.35,2.57,19.41,2.41,0.0
20210816:0530,45.43,31.48,49.27,2.44,12.04,19.34,2.83,0.0
20210816:0630,99.29,79.9,57.44,3.32,21.74,19.39,3.1,0.0
20210816:0730,228.76,174.52,107.21,6.22,31.29,19.62,3.86,0.0
20210816:0830,467.24,402.8,159.78,11.52,40.2,19.8,4.28,0.0
20210816:0930,615.93,548.69,201.19,15.01,47.71,20.65,4.97,0.0
20210816:1030,713.99,689.33,189.33,17.37,52.76,21.35,5.38,0.0
20210816:1130,626.01,482.61,283.13,15.88,54.15,21.69,5.59,0.0
20210816:1230,595.12,433.1,293.4,15.49,51.46,21.63,5.52,0.0
20210816:1330,485.91,350.49,236.76,13.0,45.47,21.66,5.93,0.0
20210816:1430,292.86,154.32,203.16,8.71,37.4,21.28,5.79,0.0
20210816:1530,142.95,67.16,119.24,4.98,28.22,20.66,5.31,0.0
20210816:1630,45.49,10.32,62.19,2.14,18.57,20.12,4.41,0.0
20210816:1730,9.18,0.0,22.15,0.65,8.9,19.63,4.0,0.0
20210816:1830,0.0,0.0,0.0,0.0,-0.41,18.48,4.41,0.0
20210816:1930,0.0,0.0,0.0,0.0,0.0,16.48,4.21,0.0
20210816:2030,0.0,0.0,0.0,0.0,0.0,15.27,4.21,0.0
20210816:2130,0.0,0.0,0.0,0.0,0.0,13.93,4.21,0.0
20210816:2230,0.0,0.0,0.0,0.0,0.0,12.92,3.45,0.0
20210816:2330,0.0,0.0,0.0,0.0,0.0,12.25,3.24,0.0
20210817:0030,0.0,0.0,0.0,0.0,0.0,11.72,3.59,0.0
20210817:0130,0.0,0.0,0.0,0.0,0.0,11.37,3.66,0.0
20210817:0230,0.0,0.0,0.0,0.0,0.0,11.01,3.79,0.0
20210817:0330,0.0,0.0,0.0,0.0,0.0,10.73,3.66,0.0
20210817:0430,1.12,0.0,8.13,0.24,2.36,10.59,3.45,0.0
20210817:0530,38.89,25.54,42.96,2.04,11.84,10.6,3.17,0.0
20210817:0630,57.84,9.87,72.35,2.19,21.54,11.16,4.41,0.0
20210817:0730,124.86,11.7,145.73,4.19,31.08,11.64,4.28,0.0
20210817:0830,265.44,119.17,194.03,7.3,39.97,12.59,4.41,0.0
20210817:0930,249.85,40.95,257.73,7.69,47.45,13.85,4.83,0.0
20210817:1030,315.75,127.32,245.48,8.78,52.46,14.59,4.97,0.0
20210817:1130,315.25,100.43,273.94,9.12,53.83,15.29,4.83,0.0
20210817:1230,233.29,67.42,214.35,7.04,51.14,15.81,4.48,0.0
20210817:1330,199.16,54.35,189.21,6.18,45.16,15.98,4.28,0.0
20210817:1430,149.39,25.66,162.45,4.97,37.11,16.17,4.21,0.0
20210817:1530,84.45,4.36,110.23,3.12,27.94,16.09,3.52,0.0
20210817:1630,35.55,1.35,55.65,1.58,18.3,15.98,2.83,0.0
20210817:1730,13.3,0.0,27.76,0.82,8.63,15.74,2.28,0.0
20210817:1830,0.0,0.0,0.0,0.0,-0.69,15.38,2.14,0.0
20210817:1930,0.0,0.0,0.0,0.0,0.0,13.74,1.59,0.0
20210817:2030,0.0,0.0,0.0,0.0,0.0,12.54,1.59,0.0
20210817:2130,0.0,0.0,0.0,0.0,0.0,11.89,1.86,0.0
20210817:2230,0.0,0.0,0.0,0.0,0.0,11.83,2.28,0.0
20210817:2330,0.0,0.0,0.0,0.0,0.0,11.9,2.48,0.0
20210818:0030,0.0,0.0,0.0,0.0,0.0,12.07,2.55,0.0
20210818:0130,0.0,0.0,0.0,0.0,0.0,12.28,2.55,0.0
20210818:0230,0.0,0.0,0.0,0.0,0.0,12.25,2.28,0.0
20210818:0330,0.0,0.0,0.0,0.0,0.0,12.3,2.41,0.0
20210818:0430,0.0,0.0,2.48,0.07,2.15,12.33,2.62,0.0
20210818:0530,11.58,3.66,22.74,0.74,11.63,12.53,2.34,0.0
20210818:0630,34.78,3.52,51.71,1.49,21.34,13.01,2.62,0.0
20210818:0730,40.08,11.96,49.42,1.58,30.87,13.28,2.83,0.0
20210818:0830,46.48,0.25,68.98,1.89,39.73,13.55,3.38,0.0
20210818:0930,62.91,1.38,87.23,2.41,47.19,13.94,3.38,0.0
20210818:1030,95.62,26.55,99.06,3.18,52.16,14.38,3.52,0.0
20210818:1130,188.12,76.27,153.63,5.54,53.51,14.96,2.9,0.0
20210818:1230,222.62,90.55,179.96,6.53,50.82,16.28,3.1,0.0
20210818:1330,345.74,240.38,170.47,9.22,44.86,16.69,3.79,0.0
20210818:1430,225.68,128.12,146.58,6.67,36.82,17.29,4.34,0.0
20210818:1530,189.66,157.36,83.29,6.32,27.66,17.59,3.86,0.0
